Date,Downsize,T2123_Wkly,Breadth_Strength,V_And_M,Use_TLT,Sergy_Ratio,Primary_Asset
2016-12-21,0.0,True,1.0,,False,,DIA
2016-12-22,0.0,True,1.0,,False,,DIA
2016-12-23,0.0,True,1.0,,False,,DIA
2016-12-27,0.0,True,1.0,,False,,DIA
2016-12-28,0.0,True,1.0,,False,,DIA
2016-12-29,0.0,True,1.0,,False,,DIA
2016-12-30,0.0,True,1.0,,False,,DIA
2017-01-03,0.0,True,1.0,,False,,DIA
2017-01-04,0.0,True,1.0,,False,,DIA
2017-01-05,0.0,True,1.0,,False,,DIA
2017-01-06,0.0,True,1.0,,False,,DIA
2017-01-09,0.0,True,1.0,,False,,DIA
2017-01-10,0.0,True,1.0,,False,,DIA
2017-01-11,0.0,True,1.0,,False,,DIA
2017-01-12,0.0,True,1.0,,False,,DIA
2017-01-13,0.0,True,1.0,,False,,DIA
2017-01-17,0.0,True,1.0,,False,,DIA
2017-01-18,0.0,True,1.0,,False,,DIA
2017-01-19,0.0,True,1.0,,False,,DIA
2017-01-20,0.0,True,1.0,,False,,DIA
2017-01-23,0.0,True,1.0,,False,,DIA
2017-01-24,0.0,True,1.0,,False,,DIA
2017-01-25,0.0,True,1.0,,False,,DIA
2017-01-26,0.0,True,1.0,,False,,DIA
2017-01-27,0.0,True,1.0,,False,,DIA
2017-01-30,0.0,True,1.0,,False,,DIA
2017-01-31,0.0,True,1.0,,False,,DIA
2017-02-01,0.0,True,1.0,,False,,DIA
2017-02-02,0.0,True,1.0,,False,,DIA
2017-02-03,0.0,True,1.0,,False,,DIA
2017-02-06,0.0,True,1.0,,False,,DIA
2017-02-07,0.0,True,1.0,,False,,DIA
2017-02-08,0.0,True,1.0,,False,,DIA
2017-02-09,0.0,True,1.0,,False,,DIA
2017-02-10,0.0,True,1.0,,False,,DIA
2017-02-13,0.0,True,1.0,,False,,DIA
2017-02-14,0.0,True,1.0,,False,,DIA
2017-02-15,0.0,True,1.0,,False,,DIA
2017-02-16,0.0,True,1.0,,False,,DIA
2017-02-17,0.0,True,1.0,,False,,DIA
2017-02-21,0.0,True,1.0,,False,,DIA
2017-02-22,1.0,True,1.0,,False,,DIA
2017-02-23,1.0,True,1.0,,False,,DIA
2017-02-24,1.0,True,1.0,,False,,DIA
2017-02-27,1.0,True,1.0,,False,,DIA
2017-02-28,1.0,True,1.0,,False,,DIA
2017-03-01,1.0,True,1.0,,False,,DIA
2017-03-02,1.0,True,1.0,,False,,DIA
2017-03-03,0.0,True,1.0,,False,,DIA
2017-03-06,0.0,True,1.0,,False,,DIA
2017-03-07,0.0,True,1.0,,False,,DIA
2017-03-08,1.0,True,1.0,,False,,DIA
2017-03-09,1.0,True,1.0,,False,,DIA
2017-03-10,2.0,False,1.0,,False,,DIA
2017-03-13,2.0,False,1.0,,False,,DIA
2017-03-14,2.0,False,1.0,,False,,DIA
2017-03-15,2.0,False,1.0,,False,,DIA
2017-03-16,1.0,False,1.0,,False,,DIA
2017-03-17,1.0,False,1.0,,False,,DIA
2017-03-20,1.0,False,1.0,,False,,DIA
2017-03-21,2.0,False,1.0,,False,,DIA
2017-03-22,2.0,False,1.0,,True,,DIA
2017-03-23,2.0,False,1.0,,True,,DIA
2017-03-24,2.0,False,1.0,,True,,DIA
2017-03-27,2.0,False,1.0,,True,,DIA
2017-03-28,2.0,False,1.0,,True,,DIA
2017-03-29,2.0,False,1.0,,True,,DIA
2017-03-30,2.0,False,1.0,,True,,DIA
2017-03-31,2.0,False,1.0,,True,,DIA
2017-04-03,2.0,False,1.0,,True,,DIA
2017-04-04,2.0,False,1.0,,True,,DIA
2017-04-05,3.0,False,1.0,,True,,DIA
2017-04-06,3.0,False,1.0,,True,,DIA
2017-04-07,2.0,True,1.0,,True,,DIA
2017-04-10,2.0,True,1.0,,True,,DIA
2017-04-11,2.0,True,1.0,,True,,DIA
2017-04-12,2.0,True,1.0,,True,,DIA
2017-04-13,2.0,True,1.0,,True,,DIA
2017-04-17,2.0,True,1.0,,True,,DIA
2017-04-18,2.0,True,1.0,,True,,DIA
2017-04-19,2.0,True,1.0,,True,,DIA
2017-04-20,1.0,True,1.0,,True,,DIA
2017-04-21,2.0,True,1.0,,True,,DIA
2017-04-24,0.0,True,1.0,,True,,DIA
2017-04-25,0.0,True,1.0,,True,,DIA
2017-04-26,0.0,True,1.0,,True,,DIA
2017-04-27,0.0,True,1.0,,True,,DIA
2017-04-28,0.0,True,1.0,,True,,DIA
2017-05-01,0.0,True,1.0,,True,,DIA
2017-05-02,0.0,True,1.0,,True,,DIA
2017-05-03,0.0,True,1.0,,True,,DIA
2017-05-04,0.0,True,1.0,,True,,DIA
2017-05-05,0.0,True,1.0,,True,,DIA
2017-05-08,0.0,True,1.0,,True,,DIA
2017-05-09,0.0,True,1.0,,True,,DIA
2017-05-10,0.0,True,1.0,,True,,DIA
2017-05-11,0.0,True,1.0,,True,,DIA
2017-05-12,0.0,True,1.0,,True,,DIA
2017-05-15,0.0,True,1.0,,True,,DIA
2017-05-16,0.0,True,1.0,,True,,DIA
2017-05-17,1.0,True,1.0,,True,,DIA
2017-05-18,1.0,True,1.0,,True,,DIA
2017-05-19,1.0,False,1.0,,True,,DIA
2017-05-22,1.0,False,1.0,,True,,DIA
2017-05-23,1.0,False,1.0,,True,,DIA
2017-05-24,1.0,False,1.0,,True,,DIA
2017-05-25,1.0,False,1.0,,True,,DIA
2017-05-26,0.0,True,1.0,,True,,DIA
2017-05-30,0.0,True,1.0,,True,,DIA
2017-05-31,0.0,True,1.0,,True,,DIA
2017-06-01,0.0,True,1.0,,True,,DIA
2017-06-02,0.0,True,1.0,,True,,DIA
2017-06-05,0.0,True,1.0,,True,,DIA
2017-06-06,0.0,True,1.0,,True,,DIA
2017-06-07,0.0,True,1.0,,True,,DIA
2017-06-08,0.0,True,1.0,,True,,DIA
2017-06-09,0.0,True,1.0,,True,,DIA
2017-06-12,0.0,True,1.0,,True,,DIA
2017-06-13,0.0,True,1.0,,True,,DIA
2017-06-14,0.0,True,1.0,,True,,DIA
2017-06-15,0.0,True,1.0,,True,,DIA
2017-06-16,0.0,True,1.0,,True,,DIA
2017-06-19,0.0,True,1.0,,True,,DIA
2017-06-20,0.0,True,1.0,,True,,DIA
2017-06-21,0.0,True,1.0,,True,,DIA
2017-06-22,0.0,True,1.0,,True,,DIA
2017-06-23,0.0,True,1.0,,True,,DIA
2017-06-26,0.0,True,1.0,,True,,DIA
2017-06-27,0.0,True,1.0,,True,,DIA
2017-06-28,0.0,True,1.0,,True,,DIA
2017-06-29,1.0,True,1.0,,True,,DIA
2017-06-30,1.0,True,1.0,,True,,DIA
2017-07-03,1.0,True,1.0,,True,,DIA
2017-07-05,1.0,True,1.0,,True,,DIA
2017-07-06,1.0,True,1.0,,False,,DIA
2017-07-07,1.0,True,1.0,,False,,DIA
2017-07-10,1.0,True,1.0,,False,,DIA
2017-07-11,1.0,True,1.0,,False,,DIA
2017-07-12,1.0,True,1.0,,False,,DIA
2017-07-13,0.0,True,1.0,,False,,DIA
2017-07-14,0.0,True,1.0,,False,,DIA
2017-07-17,0.0,True,1.0,,False,,DIA
2017-07-18,0.0,True,1.0,,False,,DIA
2017-07-19,0.0,True,1.0,,False,,DIA
2017-07-20,0.0,True,1.0,,False,,DIA
2017-07-21,0.0,True,1.0,,False,,DIA
2017-07-24,0.0,True,1.0,,False,,DIA
2017-07-25,0.0,True,1.0,,False,,DIA
2017-07-26,0.0,True,1.0,,False,,DIA
2017-07-27,1.0,True,1.0,,False,,DIA
2017-07-28,1.0,True,1.0,,False,,DIA
2017-07-31,1.0,True,0.5,,False,,DIA
2017-08-01,1.0,True,0.5,,False,,DIA
2017-08-02,1.0,True,0.5,,False,,DIA
2017-08-03,1.0,True,0.5,,True,,DIA
2017-08-04,1.0,True,0.5,,True,,DIA
2017-08-07,1.0,True,0.5,,True,,DIA
2017-08-08,1.0,True,0.5,,True,,DIA
2017-08-09,1.0,True,0.5,,True,,DIA
2017-08-10,2.0,True,0.5,,True,,DIA
2017-08-11,3.0,False,0.5,,True,,DIA
2017-08-14,2.0,False,0.5,,True,,DIA
2017-08-15,2.0,False,0.5,,True,,DIA
2017-08-16,2.0,False,0.5,,True,,DIA
2017-08-17,2.0,False,0.5,,True,,DIA
2017-08-18,2.0,False,0.5,,True,,DIA
2017-08-21,2.0,False,0.5,,True,,DIA
2017-08-22,2.0,False,0.5,,True,,DIA
2017-08-23,2.0,False,0.5,,True,,DIA
2017-08-24,2.0,False,0.5,,True,,DIA
2017-08-25,2.0,False,0.5,,True,,DIA
2017-08-28,2.0,False,0.5,,True,,DIA
2017-08-29,2.0,False,1.0,,True,,DIA
2017-08-30,2.0,False,1.0,,True,,DIA
2017-08-31,2.0,False,1.0,,True,,DIA
2017-09-01,1.0,False,1.0,,True,,DIA
2017-09-05,2.0,False,1.0,,True,,DIA
2017-09-06,2.0,False,1.0,,True,,DIA
2017-09-07,2.0,False,1.0,,True,,DIA
2017-09-08,1.0,True,1.0,,True,,DIA
2017-09-11,0.0,True,1.0,,True,,DIA
2017-09-12,0.0,True,1.0,,True,,DIA
2017-09-13,0.0,True,1.0,,True,,DIA
2017-09-14,0.0,True,1.0,,True,,DIA
2017-09-15,0.0,True,1.0,,True,,DIA
2017-09-18,0.0,True,1.0,,True,,DIA
2017-09-19,0.0,True,1.0,,True,,DIA
2017-09-20,0.0,True,1.0,,True,,DIA
2017-09-21,0.0,True,1.0,,True,,DIA
2017-09-22,0.0,True,1.0,,True,,DIA
2017-09-25,0.0,True,1.0,,True,,DIA
2017-09-26,0.0,True,1.0,,True,,DIA
2017-09-27,0.0,True,1.0,,False,,DIA
2017-09-28,0.0,True,1.0,,False,,DIA
2017-09-29,0.0,True,1.0,,False,,DIA
2017-10-02,0.0,True,1.0,,False,,DIA
2017-10-03,0.0,True,1.0,,False,,DIA
2017-10-04,0.0,True,1.0,,False,,DIA
2017-10-05,0.0,True,1.0,,False,,DIA
2017-10-06,0.0,True,1.0,,False,,DIA
2017-10-09,0.0,True,1.0,,False,,DIA
2017-10-10,0.0,True,1.0,,False,,DIA
2017-10-11,0.0,True,1.0,,False,,DIA
2017-10-12,0.0,True,1.0,,False,,DIA
2017-10-13,0.0,True,0.8,,False,,DIA
2017-10-16,0.0,True,0.8,,False,,DIA
2017-10-17,0.0,True,0.8,,False,,DIA
2017-10-18,0.0,True,0.8,,False,,DIA
2017-10-19,0.0,True,1.0,,False,,DIA
2017-10-20,0.0,True,1.0,,False,,DIA
2017-10-23,0.0,True,0.7,,False,,DIA
2017-10-24,0.0,True,0.0,,True,,DIA
2017-10-25,0.0,True,0.0,,True,,DIA
2017-10-26,0.0,True,0.0,,True,,DIA
2017-10-27,0.0,True,0.0,,True,,DIA
2017-10-30,0.0,True,0.0,,True,,DIA
2017-10-31,0.0,True,0.0,,True,,DIA
2017-11-01,0.0,True,0.0,,True,,DIA
2017-11-02,0.0,True,0.0,,True,,DIA
2017-11-03,0.0,True,0.0,,True,,DIA
2017-11-06,0.0,True,0.0,,True,,DIA
2017-11-07,0.0,True,0.0,,True,,DIA
2017-11-08,0.0,True,0.0,,True,,DIA
2017-11-09,0.0,True,0.0,,True,,DIA
2017-11-10,1.0,False,0.0,,True,,DIA
2017-11-13,1.0,False,0.0,,True,,DIA
2017-11-14,1.0,False,0.0,,True,,DIA
2017-11-15,1.0,False,0.0,,True,,DIA
2017-11-16,1.0,False,0.0,,True,,DIA
2017-11-17,1.0,False,0.1,,True,,DIA
2017-11-20,1.0,False,0.4,,True,,DIA
2017-11-21,1.0,False,1.0,,True,,DIA
2017-11-22,1.0,False,1.0,,True,,DIA
2017-11-24,0.0,True,1.0,,True,,DIA
2017-11-27,0.0,True,1.0,,True,,DIA
2017-11-28,0.0,True,1.0,,True,,DIA
2017-11-29,0.0,True,1.0,,True,,DIA
2017-11-30,0.0,True,1.0,,True,,DIA
2017-12-01,0.0,True,1.0,,True,,DIA
2017-12-04,1.0,True,1.0,,True,,DIA
2017-12-05,1.0,True,0.5,,True,,DIA
2017-12-06,0.0,True,0.5,,True,,DIA
2017-12-07,0.0,True,0.6,,True,,DIA
2017-12-08,0.0,True,0.6,,True,,DIA
2017-12-11,0.0,True,0.6,,True,,DIA
2017-12-12,0.0,True,0.75,,True,,DIA
2017-12-13,0.0,True,0.85,,True,,DIA
2017-12-14,0.0,True,0.6,,True,,DIA
2017-12-15,0.0,True,0.6,,True,,DIA
2017-12-18,0.0,True,0.6,,True,,DIA
2017-12-19,0.0,True,0.6,,True,,DIA
2017-12-20,0.0,True,0.3,,False,,DIA
2017-12-21,0.0,True,0.3,,False,,DIA
2017-12-22,0.0,True,0.3,,False,,DIA
2017-12-26,0.0,True,0.3,,False,,DIA
2017-12-27,0.0,True,0.3,,False,,DIA
2017-12-28,0.0,True,0.3,,False,,DIA
2017-12-29,0.0,True,0.3,,False,,DIA
2018-01-02,0.0,True,0.3,,False,,DIA
2018-01-03,0.0,True,0.3,,False,,DIA
2018-01-04,0.0,True,0.3,,False,,DIA
2018-01-05,0.0,True,1.0,,False,,DIA
2018-01-08,0.0,True,1.0,,False,,DIA
2018-01-09,0.0,True,0.9,,False,,DIA
2018-01-10,0.0,True,1.0,,False,,DIA
2018-01-11,0.0,True,1.0,,False,,DIA
2018-01-12,0.0,True,1.0,,False,,DIA
2018-01-16,1.0,True,0.65,,False,,DIA
2018-01-17,1.0,True,0.55,,False,,DIA
2018-01-18,1.0,True,0.65,,False,,DIA
2018-01-19,0.0,True,0.65,,False,,DIA
2018-01-22,0.0,True,0.65,,False,,DIA
2018-01-23,1.0,True,0.85,,False,,DIA
2018-01-24,1.0,True,0.75,,False,,DIA
2018-01-25,1.0,True,0.75,,False,,DIA
2018-01-26,1.0,True,0.45,,False,,DIA
2018-01-29,1.0,True,0.3,,False,,DIA
2018-01-30,1.0,True,0.3,,False,,DIA
2018-01-31,1.0,True,0.0,,False,,DIA
2018-02-01,1.0,True,0.0,,False,,DIA
2018-02-02,3.0,False,0.0,,False,,DIA
2018-02-05,3.0,False,0.0,,False,,DIA
2018-02-06,3.0,False,0.0,,False,,DIA
2018-02-07,3.0,False,0.0,,False,,DIA
2018-02-08,3.0,False,0.0,,False,,DIA
2018-02-09,3.0,False,0.05,,False,,DIA
2018-02-12,3.0,False,0.05,,False,,DIA
2018-02-13,3.0,False,0.2,,False,,DIA
2018-02-14,3.0,False,0.35,,False,,DIA
2018-02-15,3.0,False,0.45,,False,,DIA
2018-02-16,3.0,False,0.65,,False,,DIA
2018-02-20,3.0,False,0.65,,False,,DIA
2018-02-21,3.0,False,0.65,,False,,DIA
2018-02-22,3.0,False,0.75,,False,,DIA
2018-02-23,2.0,False,0.85,,False,,DIA
2018-02-26,2.0,False,1.0,,False,,DIA
2018-02-27,3.0,False,1.0,,False,,DIA
2018-02-28,3.0,False,0.0,,False,,DIA
2018-03-01,3.0,False,0.0,,False,,DIA
2018-03-02,3.0,False,0.3,,False,,DIA
2018-03-05,3.0,False,0.3,,False,,DIA
2018-03-06,3.0,False,0.5,,False,,DIA
2018-03-07,3.0,False,0.75,,False,,DIA
2018-03-08,2.0,False,1.0,,False,,DIA
2018-03-09,1.0,True,1.0,,False,,DIA
2018-03-12,1.0,True,1.0,,False,,DIA
2018-03-13,1.0,True,0.6,,False,,DIA
2018-03-14,2.0,True,0.6,,False,,DIA
2018-03-15,2.0,True,0.6,,False,,DIA
2018-03-16,1.0,True,0.6,,False,,DIA
2018-03-19,2.0,True,0.5,,False,,DIA
2018-03-20,2.0,True,0.4,,False,,DIA
2018-03-21,2.0,True,0.3,,False,,DIA
2018-03-22,2.0,True,0.0,,False,,DIA
2018-03-23,3.0,False,0.0,,False,,DIA
2018-03-26,3.0,False,0.0,,False,,DIA
2018-03-27,3.0,False,0.0,,True,,DIA
2018-03-28,3.0,False,0.0,,True,,DIA
2018-03-29,3.0,False,0.0,,True,,DIA
2018-04-02,3.0,False,0.0,,True,,DIA
2018-04-03,3.0,False,0.4,,True,,DIA
2018-04-04,3.0,False,0.4,,True,,DIA
2018-04-05,3.0,False,0.4,,True,,DIA
2018-04-06,3.0,False,0.7,,True,,DIA
2018-04-09,3.0,False,1.0,,True,,DIA
2018-04-10,3.0,False,1.0,,True,,DIA
2018-04-11,3.0,False,1.0,,True,,DIA
2018-04-12,2.0,False,1.0,,True,,DIA
2018-04-13,1.0,False,1.0,,True,,DIA
2018-04-16,1.0,False,1.0,,True,,DIA
2018-04-17,1.0,False,1.0,,True,,DIA
2018-04-18,1.0,False,1.0,,True,,DIA
2018-04-19,1.0,False,1.0,,True,,DIA
2018-04-20,0.0,True,0.8,,True,,DIA
2018-04-23,0.0,True,0.2,,True,,DIA
2018-04-24,1.0,True,0.1,,True,,DIA
2018-04-25,1.0,True,0.1,,False,,DIA
2018-04-26,0.0,True,0.1,,False,,DIA
2018-04-27,0.0,True,0.1,,False,,DIA
2018-04-30,0.0,True,0.1,,False,,DIA
2018-05-01,0.0,True,0.2,,False,,DIA
2018-05-02,0.0,True,0.2,,False,,DIA
2018-05-03,0.0,True,0.4,,False,,DIA
2018-05-04,0.0,True,0.6,,False,,DIA
2018-05-07,0.0,True,1.0,,False,,DIA
2018-05-08,0.0,True,1.0,,False,,DIA
2018-05-09,0.0,True,1.0,,False,,DIA
2018-05-10,0.0,True,1.0,,False,,DIA
2018-05-11,0.0,True,1.0,,False,,DIA
2018-05-14,0.0,True,1.0,,False,,DIA
2018-05-15,0.0,True,1.0,,False,,DIA
2018-05-16,0.0,True,1.0,,False,,DIA
2018-05-17,0.0,True,1.0,,False,,DIA
2018-05-18,0.0,True,0.6,,False,,DIA
2018-05-21,0.0,True,0.6,,False,,DIA
2018-05-22,0.0,True,0.6,,False,,DIA
2018-05-23,0.0,True,0.6,,False,,DIA
2018-05-24,0.0,True,0.6,,False,,DIA
2018-05-25,0.0,True,0.4,,False,,DIA
2018-05-29,1.0,True,0.5,,True,,DIA
2018-05-30,0.0,True,0.2,,True,,DIA
2018-05-31,0.0,True,0.2,,True,,DIA
2018-06-01,0.0,True,0.2,,True,,DIA
2018-06-04,0.0,True,0.3,,True,,DIA
2018-06-05,0.0,True,0.4,,True,,DIA
2018-06-06,0.0,True,0.5,,True,,DIA
2018-06-07,0.0,True,0.5,,True,,DIA
2018-06-08,0.0,True,0.5,,True,,DIA
2018-06-11,0.0,True,0.5,,True,,DIA
2018-06-12,0.0,True,0.5,,True,,DIA
2018-06-13,0.0,True,0.5,,True,,DIA
2018-06-14,0.0,True,0.5,,True,,DIA
2018-06-15,0.0,True,0.5,,True,,DIA
2018-06-18,0.0,True,0.5,,True,,DIA
2018-06-19,0.0,True,0.5,,True,,DIA
2018-06-20,0.0,True,0.2,,True,,DIA
2018-06-21,0.0,True,0.2,,True,,DIA
2018-06-22,0.0,True,0.0,,True,,DIA
2018-06-25,2.0,True,0.0,,True,,DIA
2018-06-26,1.0,True,0.0,,True,,DIA
2018-06-27,2.0,True,0.0,,True,,DIA
2018-06-28,1.0,True,0.0,,True,,DIA
2018-06-29,2.0,False,0.0,,True,,DIA
2018-07-02,2.0,False,0.2,,True,,DIA
2018-07-03,2.0,False,0.4,,True,,DIA
2018-07-05,2.0,False,1.0,,True,,DIA
2018-07-06,0.0,True,1.0,,True,,DIA
2018-07-09,0.0,True,1.0,,True,,DIA
2018-07-10,0.0,True,0.9,,True,,DIA
2018-07-11,1.0,True,0.7,,True,,DIA
2018-07-12,0.0,True,1.0,,True,,DIA
2018-07-13,0.0,True,0.55,,True,,DIA
2018-07-16,1.0,True,0.5,,True,,DIA
2018-07-17,0.0,True,0.6,,True,,DIA
2018-07-18,0.0,True,0.65,,True,,DIA
2018-07-19,1.0,True,0.65,,True,,DIA
2018-07-20,1.0,True,0.4,,True,,DIA
2018-07-23,0.0,True,0.3,,True,,DIA
2018-07-24,0.0,True,0.0,,True,,DIA
2018-07-25,0.0,True,0.4,,True,,DIA
2018-07-26,0.0,True,0.4,,True,,DIA
2018-07-27,1.0,True,0.2,,True,,DIA
2018-07-30,1.0,True,0.1,,True,,DIA
2018-07-31,1.0,True,0.1,,True,,DIA
2018-08-01,1.0,True,0.1,,True,,DIA
2018-08-02,1.0,True,0.1,,True,,DIA
2018-08-03,0.0,True,0.55,,True,,DIA
2018-08-06,0.0,True,1.0,,True,,DIA
2018-08-07,0.0,True,1.0,,True,,DIA
2018-08-08,0.0,True,1.0,,True,,DIA
2018-08-09,0.0,True,0.7,,True,,DIA
2018-08-10,1.0,True,0.25,,True,,DIA
2018-08-13,1.0,True,0.0,,True,,DIA
2018-08-14,1.0,True,0.0,,True,,DIA
2018-08-15,1.0,True,0.0,,True,,DIA
2018-08-16,1.0,True,0.4,,True,,DIA
2018-08-17,1.0,True,1.0,,True,,DIA
2018-08-20,1.0,True,1.0,,True,,DIA
2018-08-21,1.0,True,1.0,,True,,DIA
2018-08-22,1.0,True,1.0,,True,,DIA
2018-08-23,1.0,True,1.0,,True,,DIA
2018-08-24,1.0,True,1.0,,True,,DIA
2018-08-27,1.0,True,1.0,,True,,DIA
2018-08-28,1.0,True,1.0,,True,,DIA
2018-08-29,1.0,True,0.95,,True,,DIA
2018-08-30,1.0,True,0.4,,True,,DIA
2018-08-31,0.0,True,0.3,,True,,DIA
2018-09-04,1.0,True,0.0,,True,,DIA
2018-09-05,1.0,True,0.0,,True,,DIA
2018-09-06,1.0,True,0.0,,True,,DIA
2018-09-07,1.0,True,0.0,,True,,DIA
2018-09-10,1.0,True,0.0,,True,,DIA
2018-09-11,1.0,True,0.1,,True,,DIA
2018-09-12,1.0,True,0.5,,True,,DIA
2018-09-13,1.0,True,0.5,,True,,DIA
2018-09-14,0.0,True,0.6,,True,,DIA
2018-09-17,1.0,True,0.6,,True,,DIA
2018-09-18,1.0,True,0.65,,False,,DIA
2018-09-19,0.0,True,0.65,,False,,DIA
2018-09-20,0.0,True,1.0,,False,,DIA
2018-09-21,0.0,True,0.25,,False,,DIA
2018-09-24,0.0,True,0.25,,False,,DIA
2018-09-25,1.0,True,0.15,,False,,DIA
2018-09-26,1.0,True,0.1,,False,,DIA
2018-09-27,1.0,True,0.0,,False,,DIA
2018-09-28,1.0,False,0.1,,False,,DIA
2018-10-01,1.0,False,0.1,,False,,DIA
2018-10-02,1.0,False,0.0,,False,,DIA
2018-10-03,1.0,False,0.0,,False,,DIA
2018-10-04,2.0,False,0.0,,False,,DIA
2018-10-05,2.0,False,0.0,,False,,DIA
2018-10-08,2.0,False,0.05,,False,,DIA
2018-10-09,3.0,False,0.0,,False,,DIA
2018-10-10,3.0,False,0.0,,False,,DIA
2018-10-11,3.0,False,0.0,,False,,DIA
2018-10-12,3.0,False,0.05,,False,,DIA
2018-10-15,3.0,False,0.4,,False,,DIA
2018-10-16,3.0,False,0.4,,False,,DIA
2018-10-17,3.0,False,0.4,,False,,DIA
2018-10-18,3.0,False,0.2,,False,,DIA
2018-10-19,3.0,False,0.15,,False,,DIA
2018-10-22,3.0,False,0.05,,False,,DIA
2018-10-23,3.0,False,0.05,,False,,DIA
2018-10-24,3.0,False,0.05,,False,,DIA
2018-10-25,3.0,False,0.05,,False,,DIA
2018-10-26,3.0,False,0.05,,False,,DIA
2018-10-29,3.0,False,0.15,,False,,DIA
2018-10-30,3.0,False,0.85,,False,,DIA
2018-10-31,3.0,False,1.0,,False,,DIA
2018-11-01,3.0,False,1.0,,False,,DIA
2018-11-02,3.0,False,1.0,,False,,DIA
2018-11-05,3.0,False,1.0,,False,,DIA
2018-11-06,3.0,False,1.0,,False,,DIA
2018-11-07,2.0,False,1.0,,False,,DIA
2018-11-08,2.0,False,1.0,,False,,DIA
2018-11-09,2.0,False,0.35,,False,,DIA
2018-11-12,3.0,False,0.3,,False,,DIA
2018-11-13,3.0,False,0.1,,False,,DIA
2018-11-14,3.0,False,0.05,,False,,DIA
2018-11-15,3.0,False,0.25,,False,,DIA
2018-11-16,2.0,False,0.35,,False,,DIA
2018-11-19,3.0,False,0.1,,False,,DIA
2018-11-20,3.0,False,0.1,,False,,DIA
2018-11-21,2.0,False,0.1,,False,,DIA
2018-11-23,2.0,False,0.35,,False,,DIA
2018-11-26,2.0,False,0.25,-64.0,False,,DIA
2018-11-27,2.0,False,0.25,-74.0,False,,DIA
2018-11-28,2.0,False,0.35,-45.0,False,,DIA
2018-11-29,2.0,False,0.45,-34.0,False,,DIA
2018-11-30,1.0,False,1.0,-41.0,False,,DIA
2018-12-03,1.0,False,0.9,-18.0,True,,DIA
2018-12-04,3.0,False,0.1,-56.0,True,,DIA
2018-12-06,3.0,False,0.1,-81.0,True,,DIA
2018-12-07,3.0,False,0.0,-76.0,True,,DIA
2018-12-10,3.0,False,0.05,-82.0,True,,DIA
2018-12-11,3.0,False,0.05,-68.0,True,,DIA
2018-12-12,3.0,False,0.05,-60.0,True,,DIA
2018-12-13,3.0,False,0.0,-82.0,True,,DIA
2018-12-14,3.0,False,0.0,-88.0,True,,DIA
2018-12-17,3.0,False,0.0,-114.0,True,,DIA
2018-12-18,3.0,False,0.0,-114.0,True,,DIA
2018-12-19,3.0,False,0.05,-117.0,True,,DIA
2018-12-20,3.0,False,0.05,-116.0,True,,DIA
2018-12-21,3.0,False,0.05,-123.0,True,,DIA
2018-12-24,3.0,False,0.05,-113.0,True,,DIA
2018-12-26,3.0,False,0.15,-90.0,True,,DIA
2018-12-27,3.0,False,0.45,-78.0,True,,DIA
2018-12-28,3.0,False,0.45,-75.0,True,,DIA
2018-12-31,3.0,False,0.55,-70.0,True,,DIA
2019-01-02,3.0,False,0.55,-43.0,True,,DIA
2019-01-03,3.0,False,0.9,-67.0,True,,DIA
2019-01-04,2.0,False,0.95,-13.0,True,,DIA
2019-01-07,2.0,False,0.95,19.0,True,,DIA
2019-01-08,1.0,False,1.0,19.0,True,,DIA
2019-01-09,1.0,False,1.0,31.0,True,,DIA
2019-01-10,1.0,False,1.0,35.0,True,,DIA
2019-01-11,0.0,True,1.0,33.0,True,,DIA
2019-01-14,0.0,True,1.0,38.0,True,,DIA
2019-01-15,0.0,True,1.0,49.0,True,,DIA
2019-01-16,0.0,True,1.0,52.0,True,,DIA
2019-01-17,0.0,True,1.0,56.0,True,,DIA
2019-01-18,0.0,True,1.0,68.0,True,,DIA
2019-01-22,2.0,True,1.0,45.0,True,,DIA
2019-01-23,1.0,True,1.0,34.0,True,,DIA
2019-01-24,0.0,True,1.0,38.0,True,,DIA
2019-01-25,0.0,True,1.0,59.0,True,,DIA
2019-01-28,1.0,True,1.0,31.0,True,,DIA
2019-01-29,1.0,True,1.0,45.0,True,,DIA
2019-01-30,0.0,True,1.0,59.0,True,,DIA
2019-01-31,0.0,True,1.0,61.0,True,,DIA
2019-02-01,0.0,True,1.0,58.0,True,,DIA
2019-02-04,0.0,True,1.0,60.0,True,,DIA
2019-02-05,0.0,True,1.0,63.0,True,,DIA
2019-02-06,0.0,True,0.95,62.0,True,,DIA
2019-02-07,0.0,True,0.6,23.0,True,,DIA
2019-02-08,0.0,True,0.7,17.0,True,,DIA
2019-02-11,0.0,True,0.8,34.0,True,,DIA
2019-02-12,0.0,True,0.85,53.0,True,,DIA
2019-02-13,0.0,True,0.75,87.0,True,,DIA
2019-02-14,0.0,True,0.75,94.0,True,,DIA
2019-02-15,0.0,True,0.75,115.0,True,,DIA
2019-02-19,0.0,True,0.75,120.0,True,,DIA
2019-02-20,0.0,True,0.75,133.0,True,,DIA
2019-02-21,0.0,True,0.7,124.0,True,,DIA
2019-02-22,0.0,True,0.7,129.0,True,,DIA
2019-02-25,0.0,True,0.6,148.0,True,,DIA
2019-02-26,0.0,True,0.5,131.0,True,,DIA
2019-02-27,0.0,True,0.5,120.0,True,,DIA
